EGID,GBAUJ,GKODN,GKODE,TMPIDX,TSN,HBLD,CBLD,HHTR,THKM8,THK15,PRT,GEBF,GAREA,HPTYP,ISHP,ISRSD,ISRTF,QRTnew
1715842,1972.0,47.42293016450325,9.554734174737002,295,127,0.20178,9.833333333333332,0.12625999999999998,65.0,25,4.742846870672666,118.0,118.0,1,0,1,0,6.497315999999999
1715843,1881.0,47.42330246145188,9.553829729302938,295,127,0.24624,12.0,0.15408,65.0,25,6.620304976427678,144.0,72.0,1,0,1,0,7.928927999999999
1715845,1900.0,47.42311039306029,9.554101125481287,295,127,0.74898,12.166666666666668,0.46866,65.0,25,22.00308063772666,438.0,146.0,1,0,1,0,24.117155999999998
1715846,1900.0,47.42297233346334,9.554034004493726,295,127,0.7934399999999999,38.66666666666666,0.49648,65.0,25,21.55335226346365,464.0,232.0,0,0,1,0,25.548767999999992
1715847,1900.0,47.4231050029426,9.553748250301618,295,127,0.2291399999999999,3.7222222222222223,0.14338,65.0,25,8.08178055402895,134.0,67.0,0,0,1,0,7.378307999999996
1715848,1950.0,47.42300934271019,9.553664692247127,295,127,0.6155999999999999,50.0,0.3852,65.0,25,13.060150306249426,360.0,120.0,1,0,1,0,19.822319999999998
1715849,1885.0,47.42285899987502,9.553602082463367,295,127,0.5779799999999999,28.166666666666664,0.36166,65.0,25,16.211431204167372,338.0,169.0,0,0,1,0,18.610955999999995
1715850,1971.0,47.42289234042132,9.554317927003783,295,127,0.50958,41.388888888888886,0.31886,65.0,25,10.705986372203146,298.0,149.0,0,0,1,0,16.408476
1715851,1972.0,47.42272276819425,9.55399938717787,295,127,1.01574,49.5,0.63558,65.0,25,23.800997562333933,594.0,198.0,1,0,1,0,32.706828
1715852,1865.0,47.422726787151355,9.553582709718674,295,127,0.45657,37.083333333333336,0.28569,65.0,25,8.090408703667713,267.0,89.0,1,0,1,0,14.701553999999998
1715853,1900.0,47.42258729284885,9.553503999712829,295,127,0.35568,28.88888888888889,0.22256,65.0,25,7.156974840855737,208.0,104.0,1,0,1,0,11.452895999999999
1715854,1863.0,47.42239373824861,9.553358155093797,295,127,0.7746299999999999,37.75,0.48471,65.0,25,19.329643994735306,453.0,151.0,1,0,1,0,24.943085999999994
1715855,1900.0,47.42234328136754,9.553664407704439,295,127,0.35397,28.75,0.22149,65.0,25,6.874212200063847,207.0,69.0,1,0,1,0,11.397834
1715856,1903.0,47.4223702736396,9.553869376784409,295,127,0.56943,46.25,0.35631,65.0,25,12.776529246712856,333.0,111.0,1,0,1,0,18.335645999999997
1715857,1903.0,47.42241379445365,9.55402417468168,295,127,0.4719600000000001,38.333333333333336,0.2953199999999999,65.0,25,10.302771659819568,276.0,92.0,1,0,1,0,15.197112000000002
1715858,1965.0,47.42248554377645,9.554192026396514,295,127,0.32148000000000004,26.11111111111111,0.20116,65.0,25,6.712946471856147,188.0,94.0,1,0,1,0,10.351656
1715859,1991.0,47.4219953249103,9.554574657707855,295,127,3.14868,383.6111111111112,2.51342,55.0,25,96.97513195103407,2762.0,1381.0,1,0,1,0,101.387496
1715860,1900.0,47.42217181334336,9.553721705833805,295,127,0.32832,26.66666666666667,0.20544,65.0,25,6.128618319480967,192.0,64.0,0,0,1,0,10.571903999999998
1715861,1900.0,47.42200328158015,9.55380291687714,295,127,0.21888,10.666666666666666,0.13696,65.0,25,6.37870781612392,128.0,64.0,0,0,1,0,7.047935999999999
1715862,1900.0,47.42194132916647,9.553826810100428,295,127,0.1983599999999999,9.666666666666666,0.12412,65.0,25,5.779019761839756,116.0,58.0,1,0,1,0,6.387191999999996
1715863,1900.0,47.42184188146342,9.553878895868547,295,127,0.21888,17.777777777777782,0.13696,65.0,25,4.349517927336821,128.0,64.0,1,0,1,0,7.047935999999999
1715864,1900.0,47.422135612726926,9.553534149604037,295,127,0.45657,37.083333333333336,0.28569,65.0,25,9.620335905409242,267.0,89.0,1,0,1,0,14.701553999999998
1715865,1975.0,47.422046366942475,9.553576963752981,295,127,0.4617,22.5,0.2889,65.0,25,12.720665641398424,270.0,90.0,1,0,1,0,14.866739999999998
